USMS Men's Short Course Meters Records 12/16/2021
Age Group,Event,Name,Date,Time
M30-34,100 M Free,Darian R Townsend,09-27-14,48.08S
M30-34,200 M Free,Darian R Townsend,09-27-14,1:46.12S
M30-34,400 M Free,Drew Modrov,12-14-19,3:53.95S
M30-34,800 M Free,Drew A Modrov,11-21-21,8:12.74S
M30-34,1500 M Free,Chad E La Tourette,01-26-19,15:30.92S
M30-34,50 M Back,Darian R Townsend,11-12-16,24.75S
M30-34,100 M Back,Derya Buyukuncu,10-24-09,52.68S
M30-34,200 M Back,Derya Buyukuncu,11-01-09,1:55.46S
M30-34,50 M Breast,Brandon J Fischer,10-16-21,28.00S
M30-34,100 M Breast,Ed Moses,10-08-11,1:00.81S
M30-34,200 M Breast,Brandon J Fischer,09-22-19,2:12.92S
M30-34,50 M Fly,Drew Modrov,12-14-19,24.14S
M30-34,100 M Fly,Darian R Townsend,11-12-16,52.44S
M30-34,200 M Fly,Darian R Townsend,09-24-16,1:57.41S
M30-34,100 M IM,Darian R Townsend,11-13-16,53.28S
M30-34,200 M IM,Darian R Townsend,11-13-16,1:56.96S
M30-34,400 M IM,Darian R Townsend,10-31-15,4:13.68S
M35-39,50 M Free,Roland M Schoeman,09-22-18,21.81S
M35-39,100 M Free,Roland M Schoeman,11-18-18,47.70S
M35-39,200 M Free,Erik Hochstein,12-14-03,1:51.31S
M35-39,400 M Free,Erik Hochstein,12-14-03,3:57.77S
M35-39,800 M Free,Alex G Kostich,12-06-09,8:16.19S
M35-39,1500 M Free,Alex G Kostich,12-04-09,15:56.57S
M35-39,50 M Back,Darian R Townsend,10-27-19,25.57S
M35-39,100 M Back,Darian R Townsend,10-26-19,54.66S
M35-39,200 M Back,Ron Karnaugh,12-08-02,2:00.34S
M35-39,50 M Breast,Roland M Schoeman,11-17-18,26.66S
M35-39,100 M Breast,Adam J Ritter,10-16-21,1:00.21S
M35-39,200 M Breast,Steve West,12-04-11,2:15.64S
M35-39,50 M Fly,Roland M Schoeman,11-18-18,23.12S
M35-39,100 M Fly,Igor Marchenko,12-04-11,54.27S
M35-39,200 M Fly,Brent Creager,11-15-14,2:02.98S
M35-39,100 M IM,Darian R Townsend,10-27-19,54.91S
M35-39,200 M IM,Darian R Townsend,10-27-19,1:59.85S
M35-39,400 M IM,Darian R Townsend,10-26-19,4:19.79S
M40-44,50 M Free,Brian L Jacobson,08-15-13,23.13S
M40-44,100 M Free,Michael S Ross,12-06-08,50.43S
M40-44,200 M Free,Michael S Ross,12-06-08,1:50.08S
M40-44,400 M Free,Erik Hochstein,10-04-09,4:01.32S
M40-44,800 M Free,Alex G Kostich,12-04-11,8:21.78S
M40-44,1500 M Free,Mike G Shaffer,12-04-09,16:09.32S
M40-44,50 M Back,Michael S Ross,12-12-09,25.53S
M40-44,100 M Back,Michael S Ross,12-07-08,54.85S
M40-44,200 M Back,Michael S Ross,12-14-08,2:03.84S
M40-44,50 M Breast,Jeff P Commings,11-17-18,28.21S
M40-44,100 M Breast,Steve West,12-06-14,1:01.42S
M40-44,200 M Breast,Steve West,12-07-14,2:13.72S
M40-44,50 M Fly,Michael S Ross,12-06-08,24.91S
M40-44,100 M Fly,Michael S Ross,12-14-08,55.82S
M40-44,200 M Fly,William L Specht,10-11-98,2:02.97S
M40-44,100 M IM,Jeff P Commings,11-16-14,57.19S
M40-44,200 M IM,Roque J Santos,12-04-09,2:05.46S
M40-44,400 M IM,Eric B Christensen,10-10-14,4:30.68S
M45-49,50 M Free,Siphiwe K Baleka,11-13-16,23.58S
M45-49,100 M Free,Paul L Smith,12-02-07,52.54S
M45-49,200 M Free,Paul L Smith,12-02-07,1:56.00S
M45-49,400 M Free,Keith M Switzer,11-01-09,4:09.19S
M45-49,800 M Free,Ricardo J Valdivia,12-14-13,8:41.60S
M45-49,1500 M Free,Keith M Switzer,10-15-11,16:37.25S
M45-49,50 M Back,Chris L Stevenson,12-12-09,27.02S
M45-49,100 M Back,Chris L Stevenson,12-13-09,57.00S
M45-49,200 M Back,Chris L Stevenson,12-12-09,2:05.54S
M45-49,50 M Breast,Jeff P Commings,10-26-19,28.65S
M45-49,100 M Breast,Steve West,11-17-18,1:02.22S
M45-49,200 M Breast,Steve West,11-30-18,2:15.45S
M45-49,50 M Fly,Fritz Bedford,12-13-09,25.74S
M45-49,100 M Fly,Paul V Carter,12-14-03,57.17S
M45-49,200 M Fly,Dennis Baker,11-19-06,2:06.40S
M45-49,100 M IM,Siphiwe K Baleka,11-13-16,1:00.09S
M45-49,200 M IM,Jerome A Frentsos,03-20-10,2:09.71S
M45-49,400 M IM,Jerome A Frentsos,09-26-10,4:43.64S
M50-54,50 M Free,Rowdy Gaines,10-18-09,23.38S
M50-54,100 M Free,Rowdy Gaines,10-17-09,51.61S
M50-54,200 M Free,Rowdy Gaines,10-14-11,1:54.61S
M50-54,400 M Free,Jim Mcconica,12-10-00,4:07.99S
M50-54,800 M Free,Jim Mcconica,12-10-00,8:44.51S
M50-54,1500 M Free,Jim Mcconica,12-10-00,16:33.02S
M50-54,50 M Back,Fritz Bedford,10-24-15,26.69S
M50-54,100 M Back,Fritz Bedford,10-24-15,58.47S
M50-54,200 M Back,Jamie Fowler,12-04-09,2:11.84S
M50-54,50 M Breast,David M Guthrie,12-08-13,29.84S
M50-54,100 M Breast,David M Guthrie,12-07-13,1:04.54S
M50-54,200 M Breast,David M Guthrie,12-08-13,2:21.65S
M50-54,50 M Fly,Steve Hiltabiddle,12-08-18,25.74S
M50-54,100 M Fly,Paul V Carter,12-02-07,57.29S
M50-54,200 M Fly,Mike G Shaffer,05-21-16,2:10.52S
M50-54,100 M IM,Scott Heber,12-10-16,1:00.57S
M50-54,200 M IM,Jerome A Frentsos,05-17-15,2:12.85S
M50-54,400 M IM,Jerome A Frentsos,05-18-15,4:45.15S
M55-59,50 M Free,Steve Wood,10-10-15,24.66S
M55-59,100 M Free,Jack R Groselle,04-05-09,54.50S
M55-59,200 M Free,Michael T Mann,11-21-09,1:59.08S
M55-59,400 M Free,Michael T Mann,11-22-09,4:16.03S
M55-59,800 M Free,Michael T Mann,11-21-09,8:51.34S
M55-59,1500 M Free,Jim Mc Conica,10-02-05,17:14.15S
M55-59,50 M Back,Steve Wood,10-10-15,27.62S
M55-59,100 M Back,Fritz Bedford,10-20-18,1:00.78S
M55-59,200 M Back,Len D Gushe,12-02-18,2:15.37S
M55-59,50 M Breast,David M Guthrie,12-17-16,30.37S
M55-59,100 M Breast,David M Guthrie,12-18-16,1:06.80S
M55-59,200 M Breast,David M Guthrie,11-08-15,2:27.00S
M55-59,50 M Fly,Fritz Bedford,10-20-18,26.55S
M55-59,100 M Fly,David E Sims,12-01-17,1:00.10S
M55-59,200 M Fly,David E Sims,12-02-17,2:16.86S
M55-59,100 M IM,Jerome A Frentsos,12-04-21,1:01.28S
M55-59,200 M IM,Jerome A Frentsos,02-29-20,2:14.60S
M55-59,400 M IM,Michael T Mann,11-21-09,4:51.97S
M60-64,50 M Free,Richard T Abrahams,12-03-06,24.90S
M60-64,100 M Free,Jack R Groselle,05-17-14,55.87S
M60-64,200 M Free,Rick Colella,11-21-15,2:01.65S
M60-64,400 M Free,Dan Stephenson,12-02-17,4:29.92S
M60-64,800 M Free,Andrew K Bray,12-02-18,9:14.50S
M60-64,1500 M Free,Andrew K Bray,11-30-18,17:53.29S
M60-64,50 M Back,Jamie Fowler,12-07-19,29.44S
M60-64,100 M Back,Jamie Fowler,12-07-19,1:03.15S
M60-64,200 M Back,Jamie Fowler,12-08-19,2:17.15S
M60-64,50 M Breast,Rick Colella,11-21-15,31.51S
M60-64,100 M Breast,David M Guthrie,08-01-21,1:09.53S
M60-64,200 M Breast,David M Guthrie,07-31-21,2:32.34S
M60-64,50 M Fly,Bruce C Kone,05-25-19,27.40S
M60-64,100 M Fly,Mike LaMonica,12-12-20,1:03.38S
M60-64,200 M Fly,Rick Colella,11-22-15,2:23.29S
M60-64,100 M IM,Rick Colella,03-21-15,1:04.23S
M60-64,200 M IM,Rick Colella,03-21-15,2:19.96S
M60-64,400 M IM,Rick Colella,11-13-11,5:04.54S
M65-69,50 M Free,Doug Martin,03-03-18,25.42S
M65-69,100 M Free,Jack R Groselle,05-26-19,57.78S
M65-69,200 M Free,Rick Colella,11-19-16,2:07.56S
M65-69,400 M Free,Rick Colella,11-19-17,4:27.91S
M65-69,800 M Free,Rick Colella,11-24-19,9:26.94S
M65-69,1500 M Free,Jim Mc Conica,04-02-15,18:53.75S
M65-69,50 M Back,Hugh Wilder,12-02-12,30.34S
M65-69,100 M Back,Hugh Wilder,12-01-12,1:07.69S
M65-69,200 M Back,Tom Wolf,11-10-19,2:30.92S
M65-69,50 M Breast,Rick Colella,11-20-16,32.50S
M65-69,100 M Breast,Rick Colella,11-24-19,1:11.82S
M65-69,200 M Breast,Rick Colella,11-19-17,2:36.85S
M65-69,50 M Fly,Doug Martin,03-03-18,28.65S
M65-69,100 M Fly,Lawrence J Day,07-22-16,1:05.37S
M65-69,200 M Fly,Rick Colella,11-18-17,2:25.35S
M65-69,100 M IM,Rick Colella,11-19-16,1:05.43S
M65-69,200 M IM,Rick Colella,11-17-18,2:20.35S
M65-69,400 M IM,Rick Colella,11-18-17,5:03.34S
M70-74,50 M Free,Richard T Abrahams,10-10-15,26.88S
M70-74,100 M Free,Richard T Abrahams,05-17-15,1:01.70S
M70-74,200 M Free,Rick Colella,12-04-21,2:10.97S
M70-74,400 M Free,Dan L Kirkland,11-18-18,4:56.95S
M70-74,800 M Free,Dan L Kirkland,11-10-18,10:17.73S
M70-74,1500 M Free,Dan L Kirkland,01-13-19,19:46.94S
M70-74,50 M Back,Hugh Wilder,12-03-17,33.09S
M70-74,100 M Back,Lawrence J Day,11-13-21,1:11.49S
M70-74,200 M Back,Lawrence J Day,11-14-21,2:34.96S
M70-74,50 M Breast,Rick Colella,12-04-21,33.54S
M70-74,100 M Breast,Rick Colella,12-04-21,1:13.04S
M70-74,200 M Breast,Robert Strand,03-05-16,2:55.87S
M70-74,50 M Fly,Richard T Abrahams,10-11-15,29.52S
M70-74,100 M Fly,Lawrence J Day,10-17-21,1:06.54S
M70-74,200 M Fly,Lawrence J Day,11-14-21,2:45.30S
M70-74,100 M IM,Rick Colella,12-04-21,1:06.98S
M70-74,200 M IM,Rick Colella,12-04-21,2:27.07S
M70-74,400 M IM,Alek I Shestakov,09-22-19,5:48.15S
M75-79,50 M Free,David Quiggin,10-13-19,28.93S
M75-79,100 M Free,David Quiggin,10-13-19,1:04.80S
M75-79,200 M Free,David Quiggin,10-12-19,2:26.94S
M75-79,400 M Free,David A Radcliff,04-18-09,5:15.10S
M75-79,800 M Free,David A Radcliff,04-17-09,10:59.10S
M75-79,1500 M Free,David A Radcliff,04-17-09,20:39.50S
M75-79,50 M Back,Richard Burns,12-02-18,33.87S
M75-79,100 M Back,Richard Burns,12-07-19,1:14.03S
M75-79,200 M Back,Richard Burns,12-02-18,2:44.04S
M75-79,50 M Breast,Mike R Freshley,07-24-16,38.35S
M75-79,100 M Breast,Douglas A Springer,10-07-21,1:25.11S
M75-79,200 M Breast,Mike R Freshley,07-23-16,3:06.82S
M75-79,50 M Fly,Richard Burns,12-01-18,32.41S
M75-79,100 M Fly,Richard Burns,12-08-19,1:17.59S
M75-79,200 M Fly,Douglas A Springer,10-07-21,3:13.73S
M75-79,100 M IM,Mike R Freshley,07-23-16,1:17.58S
M75-79,200 M IM,Richard Burns,11-30-18,2:50.79S
M75-79,400 M IM,Richard Burns,09-22-19,6:26.09S
M80-84,50 M Free,Jeff Farrell,12-02-17,31.25S
M80-84,100 M Free,David A Radcliff,09-27-14,1:11.26S
M80-84,200 M Free,David A Radcliff,09-28-14,2:38.25S
M80-84,400 M Free,David A Radcliff,03-09-14,5:39.27S
M80-84,800 M Free,David A Radcliff,11-15-14,11:35.71S
M80-84,1500 M Free,David A Radcliff,09-26-14,21:59.53S
M80-84,50 M Back,Yoshi Oyakawa,11-15-14,37.82S
M80-84,100 M Back,David Costill,11-11-17,1:23.24S
M80-84,200 M Back,David Costill,10-01-17,3:07.44S
M80-84,50 M Breast,David Costill,10-28-17,42.41S
M80-84,100 M Breast,David Costill,10-01-16,1:36.79S
M80-84,200 M Breast,David Costill,09-30-17,3:36.54S
M80-84,50 M Fly,Clarke E Mitchell,11-09-13,38.92S
M80-84,100 M Fly,David Costill,12-17-16,1:35.58S
M80-84,200 M Fly,Thomas O Maine,12-02-07,3:52.41S
M80-84,100 M IM,David Costill,11-11-17,1:24.69S
M80-84,200 M IM,David Costill,11-12-16,3:17.29S
M80-84,400 M IM,David Costill,12-17-16,7:14.71S
M85-89,50 M Free,Frank Piemme,12-04-10,36.26S
M85-89,100 M Free,David A Radcliff,04-13-19,1:22.97S
M85-89,200 M Free,David A Radcliff,04-14-19,3:03.23S
M85-89,400 M Free,David A Radcliff,04-13-19,6:27.44S
M85-89,800 M Free,David A Radcliff,01-13-19,13:20.46S
M85-89,1500 M Free,David A Radcliff,04-12-19,25:18.19S
M85-89,50 M Back,Clarke E Mitchell,12-03-17,41.75S
M85-89,100 M Back,Clarke E Mitchell,12-02-17,1:32.98S
M85-89,200 M Back,David Costill,12-11-21,3:40.17S
M85-89,50 M Breast,Frank Piemme,10-08-10,47.24S
M85-89,100 M Breast,Frank Piemme,11-21-10,1:53.02S
M85-89,200 M Breast,Frank Piemme,12-05-10,4:05.91S
M85-89,50 M Fly,Max Von Isser,09-26-04,43.35S
M85-89,100 M Fly,Thomas O Maine,10-30-10,1:53.70S
M85-89,200 M Fly,Thomas O Maine,10-31-10,4:12.21S
M85-89,100 M IM,Clarke E Mitchell,10-11-18,1:41.31S
M85-89,200 M IM,James B Zurcher,01-27-19,3:41.83S
M85-89,400 M IM,Thomas O Maine,10-30-10,8:12.94S
M90-94,50 M Free,Woodrow Bowersock,12-14-03,41.07S
M90-94,100 M Free,Woodrow Bowersock,12-14-03,1:39.26S
M90-94,200 M Free,Willard J Lamb,11-15-14,3:46.17S
M90-94,400 M Free,Willard J Lamb,09-28-14,7:44.83S
M90-94,800 M Free,Willard J Lamb,09-27-14,16:04.18S
M90-94,1500 M Free,Willard J Lamb,09-26-14,30:41.82S
M90-94,50 M Back,John Merrill,10-20-07,55.25S
M90-94,100 M Back,Willard J Lamb,04-28-13,1:59.76S
M90-94,200 M Back,Willard J Lamb,03-09-14,4:17.86S
M90-94,50 M Breast,John D Corse,10-11-14,1:01.60S
M90-94,100 M Breast,Albert H Woods,11-17-19,2:32.84S
M90-94,200 M Breast,Thomas O Maine,11-08-15,5:19.20S
M90-94,50 M Fly,Walter Pfeiffer,10-19-03,56.09S
M90-94,100 M Fly,Walter Pfeiffer,10-19-03,2:21.82S
M90-94,200 M Fly,Thomas O Maine,10-11-15,5:24.08S
M90-94,100 M IM,Thomas O Maine,11-15-15,2:08.35S
M90-94,200 M IM,Thomas O Maine,11-20-16,4:36.45S
M90-94,400 M IM,Thomas O Maine,11-15-15,9:39.56S
M95-99,50 M Free,Willard J Lamb,11-18-17,45.47S
M95-99,100 M Free,Willard J Lamb,03-04-17,1:47.23S
M95-99,200 M Free,Willard J Lamb,11-18-17,3:56.49S
M95-99,400 M Free,Willard J Lamb,03-05-17,8:13.42S
M95-99,800 M Free,Willard J Lamb,11-19-17,16:56.22S
M95-99,1500 M Free,Willard J Lamb,11-19-17,31:56.67S
M95-99,50 M Back,Willard J Lamb,11-19-17,55.60S
M95-99,100 M Back,Willard J Lamb,11-11-17,2:04.72S
M95-99,200 M Back,Willard J Lamb,11-18-17,4:24.83S
M95-99,50 M Breast,Russ B Witte,11-05-11,1:13.72S
M95-99,100 M Breast,Russ B Witte,11-05-11,3:03.57S
M95-99,200 M Breast,Russ B Witte,11-05-11,6:14.84S
M95-99,50 M Fly,Robert R Doud,10-27-18,2:02.24S
M95-99,100 M Fly,Robert R Doud,03-17-18,5:36.78S
M95-99,200 M Fly,Robert R Doud,03-17-18,11:08.68S
M95-99,100 M IM,Willard J Lamb,12-09-17,2:39.39S
M95-99,200 M IM,Walter R Pfeiffer,10-05-08,9:50.55S
M95-99,400 M IM,Walter R Pfeiffer,10-05-08,21:03.17S
M100-104,50 M Free,Tom Lane,09-30-95,2:06.66S
M100-104,100 M Free,Tom Lane,09-30-95,4:32.29S
M100-104,50 M Back,Tom Lane,09-30-95,2:02.52S
