USMS Men's Long Course Meters Records 01/11/2018
Age Group,Event,Name,Date,Time
M50-54,400 M Free,Nicolas Granger,08-04-17,4:15.93L
M50-54,800 M Free,Ricardo J Valdivia,08-03-14,8:56.31L
M50-54,1500 M Free,Jim Mc Conica,08-20-00,17:08.33L
M50-54,50 M Back,Steve Wood,08-05-11,28.60L
M50-54,100 M Back,Nicolas Granger,08-06-17,1:01.57L
M50-54,200 M Back,Nicolas Granger,08-05-17,2:14.53L
M50-54,50 M Breast,David M Guthrie,08-09-13,30.48L
M50-54,100 M Breast,David M Guthrie,08-15-14,1:06.98L
M50-54,200 M Breast,David M Guthrie,07-31-13,2:27.91L
M50-54,50 M Fly,Paul V Carter,08-16-08,25.88L
M50-54,100 M Fly,Paul V Carter,08-15-08,57.23L
M50-54,200 M Fly,Dennis G Baker,07-09-11,2:13.80L
M50-54,200 M IM,Nicolas Granger,08-06-17,2:11.15L
M50-54,400 M IM,Nicolas Granger,08-03-17,4:45.61L
M55-59,50 M Free,Jack R Groselle,06-07-09,25.01L
M55-59,100 M Free,Steve Wood,07-10-15,56.07L
M55-59,200 M Free,Michael T Mann,07-26-09,2:04.01L
M55-59,400 M Free,Michael T Mann,07-25-09,4:22.49L
M55-59,800 M Free,Michael T Mann,07-24-09,9:00.09L
M55-59,1500 M Free,Michael T Mann,08-10-09,17:22.61L
M55-59,50 M Back,Steve Wood,08-20-16,29.03L
M55-59,100 M Back,Steve Wood,06-21-15,1:03.50L
M55-59,200 M Back,Craig Petersen,08-07-15,2:22.68L
M55-59,50 M Breast,David M Guthrie,08-06-17,30.56L
M55-59,100 M Breast,David M Guthrie,07-31-15,1:07.97L
M55-59,200 M Breast,David M Guthrie,08-21-16,2:30.63L
M55-59,50 M Fly,Gary W Hall,08-06-09,26.86L
M55-59,100 M Fly,Paul V Carter,08-11-12,1:00.56L
M55-59,200 M Fly,David E Sims,08-04-17,2:18.37L
M55-59,200 M IM,Michael T Mann,08-09-09,2:20.83L
M55-59,400 M IM,Michael T Mann,07-26-09,5:04.07L
M60-64,50 M Free,Richard T Abrahams,08-10-06,25.23L
M60-64,100 M Free,Jack R Groselle,06-14-14,57.79L
M60-64,200 M Free,Dan Stephenson,08-06-17,2:07.68L
M60-64,400 M Free,Dan Stephenson,08-04-17,4:36.85L
M60-64,800 M Free,Jim Mc Conica,08-12-12,9:35.50L
M60-64,1500 M Free,Jim Mc Conica,06-06-10,18:12.09L
M60-64,50 M Back,Andre P Steynberg,08-18-16,31.33L
M60-64,100 M Back,Tom Barton,07-31-16,1:07.85L
M60-64,200 M Back,Tom Barton,07-30-16,2:28.37L
M60-64,50 M Breast,Timothy M Shead,06-13-12,32.87L
M60-64,100 M Breast,Rick Colella,08-08-13,1:13.38L
M60-64,200 M Breast,Rick Colella,08-17-14,2:40.46L
M60-64,50 M Fly,Trip Hedrick,08-06-17,27.85L
M60-64,100 M Fly,Richard Abrahams,08-15-05,1:03.03L
M60-64,200 M Fly,Lawrence J Day,08-06-11,2:29.05L
M60-64,200 M IM,Rick Colella,08-17-14,2:21.99L
M60-64,400 M IM,Rick Colella,08-15-14,5:08.20L
M65-69,50 M Free,Richard T Abrahams,08-12-10,26.33L
M65-69,100 M Free,Richard T Abrahams,08-12-10,1:00.38L
M65-69,200 M Free,Rick Colella,08-06-17,2:09.39L
M65-69,400 M Free,Rick Colella,08-04-17,4:37.70L
M65-69,800 M Free,Jim Mc Conica,06-14-15,10:11.30L
M65-69,1500 M Free,Jim Mc Conica,06-14-15,19:33.36L
M65-69,50 M Back,Hugh Wilder,07-12-12,30.95L
M65-69,100 M Back,Hugh Wilder,07-08-12,1:09.79L
M65-69,200 M Back,Lawrence J Day,07-30-17,2:41.27L
M65-69,50 M Breast,Rick Colella,08-19-16,33.30L
M65-69,100 M Breast,Rick Colella,08-05-17,1:14.77L
M65-69,200 M Breast,Rick Colella,08-21-16,2:41.54L
M65-69,50 M Fly,Keefe L Lodwig,08-16-08,28.68L
M65-69,100 M Fly,Rick Colella,08-06-17,1:05.83L
M65-69,200 M Fly,Lawrence J Day,06-12-16,2:33.40L
M65-69,200 M IM,Rick Colella,08-19-16,2:25.22L
M65-69,400 M IM,Rick Colella,08-03-17,5:13.36L
M70-74,50 M Free,Richard T Abrahams,08-07-15,27.71L
M70-74,100 M Free,David Quiggin,08-08-15,1:03.32L
M70-74,200 M Free,David Quiggin,08-15-14,2:24.41L
M70-74,400 M Free,Graham Johnston,05-04-01,5:12.05L
M70-74,800 M Free,Graham M Johnston,03-24-02,10:45.92L
M70-74,1500 M Free,Graham M Johnston,08-16-01,20:36.56L
M70-74,50 M Back,Hugh Wilder,08-04-17,33.58L
M70-74,100 M Back,Hugh Wilder,08-06-17,1:13.49L
M70-74,200 M Back,Richard Burns,08-09-13,2:44.59L
M70-74,50 M Breast,Robert Strand,08-19-16,36.68L
M70-74,100 M Breast,Robert Strand,08-18-16,1:23.63L
M70-74,200 M Breast,Robert Strand,08-21-16,3:07.26L
M70-74,50 M Fly,Richard T Abrahams,08-09-15,30.06L
M70-74,100 M Fly,Andrew M McPherson,08-06-17,1:12.43L
M70-74,200 M Fly,Robert M Poiletman,06-02-13,2:59.21L
M70-74,200 M IM,Robert Strand,08-19-16,2:54.06L
M70-74,400 M IM,Douglas A Springer,05-29-16,6:24.55L
M75-79,50 M Free,David A Radcliff,07-11-09,30.28L
M75-79,100 M Free,David A Radcliff,07-12-09,1:06.63L
M75-79,200 M Free,David A Radcliff,06-06-09,2:25.66L
M75-79,400 M Free,David A Radcliff,03-07-09,5:17.77L
M75-79,800 M Free,David A Radcliff,07-10-09,11:07.90L
M75-79,1500 M Free,David A Radcliff,07-10-09,21:03.06L
M75-79,50 M Back,Yoshi Oyakawa,08-16-08,36.14L
M75-79,100 M Back,Burwell Jones,06-14-09,1:20.98L
M75-79,200 M Back,Burwell Jones,06-13-10,2:57.72L
M75-79,50 M Breast,Mike R Freshley,06-05-16,38.89L
M75-79,100 M Breast,Mike R Freshley,08-18-16,1:27.74L
M75-79,200 M Breast,Mike R Freshley,08-21-16,3:13.93L
M75-79,50 M Fly,Mike R Freshley,08-21-16,33.83L
,,John C Smith,06-08-13,33.83L
M75-79,100 M Fly,Burwell Jones,05-01-10,1:31.89L
M75-79,200 M Fly,Richard W Kitchell,06-06-15,3:18.12L
M75-79,200 M IM,Mike R Freshley,08-07-16,2:59.01L
M75-79,400 M IM,Mike R Freshley,08-05-16,6:34.91L
M80-84,50 M Free,Jeff Farrell,07-01-17,32.18L
M80-84,100 M Free,David A Radcliff,08-23-14,1:11.82L
M80-84,200 M Free,David A Radcliff,08-24-14,2:40.22L
M80-84,400 M Free,David A Radcliff,08-23-15,5:45.21L
M80-84,800 M Free,David A Radcliff,08-22-14,11:49.29L
M80-84,1500 M Free,David A Radcliff,05-31-14,22:16.90L
M80-84,50 M Back,Yoshi Oyakawa,08-08-15,39.18L
M80-84,100 M Back,David Costill,08-06-17,1:29.06L
M80-84,200 M Back,David Costill,08-05-17,3:15.04L
M80-84,50 M Breast,Bob Best,05-20-12,44.41L
M80-84,100 M Breast,David Costill,08-05-17,1:40.90L
M80-84,200 M Breast,David Costill,08-04-17,3:43.98L
M80-84,50 M Fly,Clarke E Mitchell,06-08-13,38.75L
M80-84,100 M Fly,David Costill,08-06-17,1:38.45L
M80-84,200 M Fly,Thomas O Maine,08-10-06,3:54.51L
M80-84,200 M IM,David Costill,06-17-17,3:24.82L
M80-84,400 M IM,David Costill,08-03-17,7:17.96L
M85-89,50 M Free,Woody W Bowersock,08-15-98,35.77L
M85-89,100 M Free,Frank M Piemme,06-06-10,1:23.25L
M85-89,200 M Free,Graham M Johnston,06-26-16,3:07.03L
M85-89,400 M Free,Graham M Johnston,06-26-16,6:38.87L
M85-89,800 M Free,Graham M Johnston,07-09-16,14:23.39L
M85-89,1500 M Free,Graham M Johnston,07-29-16,27:50.01L
M85-89,50 M Back,Clarke E Mitchell,06-17-17,42.04L
M85-89,100 M Back,Clarke E Mitchell,06-17-17,1:38.07L
M85-89,200 M Back,Clarke E Mitchell,07-01-17,3:51.72L
M85-89,50 M Breast,Frank Piemme,07-24-10,49.49L
M85-89,100 M Breast,Frank M Piemme,07-24-10,1:51.79L
M85-89,200 M Breast,Al Craig,07-22-12,4:10.75L
M85-89,50 M Fly,Clarke E Mitchell,07-02-17,45.31L
M85-89,100 M Fly,Thomas O Maine,08-03-10,1:55.18L
M85-89,200 M Fly,Thomas O Maine,07-11-10,4:15.86L
M85-89,200 M IM,Thomas O Maine,08-03-10,3:51.20L
M85-89,400 M IM,Thomas O Maine,07-11-10,8:21.81L
M90-94,50 M Free,Woody Bowersock,06-23-03,39.19L
M90-94,100 M Free,Willard J Lamb,05-31-14,1:41.87L
M90-94,200 M Free,Willard J Lamb,08-08-13,3:41.77L
M90-94,400 M Free,Willard J Lamb,08-24-14,8:01.57L
M90-94,800 M Free,Willard J Lamb,08-09-13,16:28.37L
M90-94,1500 M Free,Willard J Lamb,05-31-14,31:12.82L
M90-94,50 M Back,Alan Weeden,08-15-14,51.94L
M90-94,100 M Back,Willard J Lamb,05-31-14,1:59.92L
M90-94,200 M Back,Willard J Lamb,05-31-14,4:20.06L
M90-94,50 M Breast,Brud Cleaveland,06-10-07,1:01.64L
M90-94,100 M Breast,Raymond I Hakomaki,05-15-10,2:23.53L
M90-94,200 M Breast,Thomas O Maine,06-21-15,5:12.25L
M90-94,50 M Fly,Walter Pfeiffer,08-11-03,1:00.30L
M90-94,100 M Fly,Thomas O Maine,06-06-15,2:23.56L
M90-94,200 M Fly,Thomas O Maine,06-06-15,5:19.18L
M90-94,200 M IM,Thomas O Maine,06-21-15,4:35.62L
M90-94,400 M IM,Thomas O Maine,06-06-15,9:56.43L
M95-99,50 M Free,Willard J Lamb,08-06-17,45.71L
M95-99,100 M Free,Willard J Lamb,08-26-17,1:47.59L
M95-99,200 M Free,Willard J Lamb,08-26-17,4:04.60L
M95-99,400 M Free,Willard J Lamb,08-25-17,8:43.18L
M95-99,800 M Free,Willard J Lamb,08-25-17,17:42.57L
M95-99,1500 M Free,Willard J Lamb,08-25-17,33:39.77L
M95-99,50 M Back,Willard J Lamb,08-04-17,58.63L
M95-99,100 M Back,Willard J Lamb,08-06-17,2:11.19L
M95-99,200 M Back,Willard J Lamb,08-05-17,4:37.71L
M95-99,50 M Breast,Gus Langner,08-23-98,1:26.61L
M95-99,100 M Breast,Bud Jackson,06-21-14,3:16.56L
M95-99,200 M Breast,Bud Jackson,07-12-14,7:11.65L
M95-99,50 M Fly,Walter R Pfeiffer,06-01-08,2:01.41L
M95-99,100 M Fly,Walter R Pfeiffer,06-01-08,4:09.52L
M95-99,200 M Fly,Walter R Pfeiffer,06-01-08,14:05.25L
M95-99,200 M IM,Walter R Pfeiffer,06-01-08,8:55.97L
M95-99,400 M IM,Walter R Pfeiffer,06-01-08,17:29.20L
M100-104,50 M Free,Tom Lane,07-09-94,1:40.46L
M100-104,100 M Free,Tom Lane,07-09-94,4:05.98L
M100-104,50 M Back,Tom Lane,07-09-94,1:50.73L
M100-104,100 M Back,Tom Lane,07-09-94,4:13.84L
M100-104,200 M Back,Tom Lane,07-09-94,9:04.31L
